age,income,loan_amount,loan_term_months,credit_history_length,number_of_dependents,employment_status,property_owned,default
49,36461.09109604026,34505.621843603854,36,26,3,salaried,own,0
49,23346.89132338263,37902.82351180403,19,20,4,retired,mortgage,0
31,20941.34286525326,36645.1671730199,16,18,4,self-employed,mortgage,0
52,25758.626377882858,43611.206428880825,16,1,4,salaried,own,0
22,21615.58860900907,10282.728225202734,52,24,5,self-employed,own,0
34,47708.084497194934,20656.25050509808,46,16,4,salaried,own,0
40,15145.040046338696,47442.0072347084,30,8,5,self-employed,own,0
42,14300.080442508091,20432.938144930155,34,16,0,salaried,own,0
31,11028.88744587423,7118.633768390211,20,14,3,salaried,own,0
47,16814.6562706575,26746.811191746798,41,29,5,self-employed,rent,0
23,12759.256187281704,6365.057655168646,27,6,2,salaried,own,0
37,24564.01274569971,10939.808697665396,44,21,4,retired,mortgage,0
64,22258.37636880559,49917.61907197688,13,22,2,salaried,mortgage,0
48,12841.819206614182,27526.769281410467,25,18,0,retired,own,0
49,29571.59879457723,14918.861062981021,57,29,0,retired,mortgage,0
41,47023.672944808335,49743.9727741214,12,2,1,salaried,own,0
36,26341.980817144075,48361.387009202015,37,28,4,self-employed,own,0
57,6174.918163428364,22596.213013128912,36,26,1,salaried,rent,0
40,59490.117501974026,13759.75233060751,27,0,2,retired,own,0
26,31999.057701991434,42081.58226651731,26,3,3,salaried,rent,0
39,58583.54456116126,36065.415131617505,37,27,1,self-employed,mortgage,0
25,38000.773473794754,34660.130315172006,58,17,0,salaried,mortgage,0
23,41992.97869808498,44762.57332480115,55,25,4,salaried,rent,0
21,24407.199928734808,34781.43955969491,27,7,2,salaried,rent,0
58,19319.147738995667,14906.099209035909,25,18,5,salaried,own,0
35,26548.820335261775,34999.29493191088,40,22,0,self-employed,own,0
54,15453.75755001785,15984.862052899534,35,22,5,self-employed,rent,0
55,27362.819694892394,38202.710003192755,58,27,3,self-employed,own,0
45,5923.050434842138,31367.644870086733,26,24,4,salaried,own,0
44,22504.39995448788,4793.166047252778,30,5,3,salaried,own,0
32,43145.70090090615,26128.93275932196,19,0,3,salaried,rent,0
38,23089.985848511446,17821.747490591304,45,7,4,unemployed,own,0
35,52247.188983214015,17099.961003882418,13,0,4,retired,rent,0
64,19305.152459471963,30510.558816485605,38,18,5,salaried,own,0
36,36363.669207366314,16793.91639900182,21,10,3,salaried,own,0
47,14198.121742181409,39067.79366203876,46,20,2,salaried,own,0
28,35631.24889535281,4468.780364547547,34,23,5,self-employed,own,0
45,24742.988974604847,33359.02436739545,19,24,4,self-employed,mortgage,0
37,19734.521707974593,40650.54537918032,39,14,0,self-employed,own,0
49,6081.817994193121,33968.752806101074,34,22,5,salaried,own,0
28,19395.795836295492,25364.23055597979,15,24,1,self-employed,rent,0
35,24507.304859906777,47565.043673072876,25,10,2,self-employed,own,0
47,33334.718072356394,15696.986000105117,53,18,5,salaried,own,0
27,48072.948639891496,1939.2264887239112,40,28,4,salaried,own,0
23,60932.157413538516,22167.4792017086,12,20,4,salaried,mortgage,0
49,41074.126288838685,2617.584859116035,15,9,2,salaried,rent,0
64,16629.854740260675,47742.90087379403,43,23,1,unemployed,own,0
44,18912.870634627405,11285.984241654523,44,11,5,salaried,own,0
23,31871.189669084248,39657.42417349509,37,0,5,unemployed,own,1
40,28561.279901392252,38954.03207554388,28,23,3,salaried,own,0
35,49720.51878471827,11668.716084463742,50,6,0,salaried,rent,0
45,76091.71814562795,31440.099993528198,34,16,4,salaried,mortgage,0
50,68431.60768610885,3355.8694558360603,43,28,5,salaried,own,0
34,46488.91145936804,24695.154699489507,26,28,5,salaried,mortgage,0
27,28679.8861336824,1717.70923635185,24,25,5,salaried,own,0
37,43246.10850171565,46136.05012886125,13,27,1,salaried,own,0
64,50550.115376239264,48828.215185779016,30,9,0,salaried,own,0
40,20462.511861973493,11891.855565290678,35,27,5,salaried,own,0
56,16876.36689668973,11197.195695222266,56,5,2,salaried,mortgage,0
29,15007.262055545081,37932.28865154435,35,16,4,salaried,own,0
58,14211.512197622636,13415.590542637388,22,17,3,retired,own,0
42,11036.931514860631,44858.751398930406,33,4,2,salaried,mortgage,0
22,24958.02903842685,29122.52767002613,26,17,4,self-employed,mortgage,0
44,13361.378186680759,18188.103527505293,21,29,1,salaried,rent,0
28,14886.929734348358,41801.99357112158,52,25,0,self-employed,mortgage,0
31,31276.67151368643,25176.928320256364,38,16,0,salaried,own,0
33,24120.190121478783,45670.0127717153,20,21,4,retired,mortgage,0
37,27304.654750406316,46472.697599739666,39,15,2,salaried,rent,0
28,43589.62232539203,9105.587454292057,12,7,3,unemployed,mortgage,0
41,33937.12932287434,1113.8469004645833,28,23,1,salaried,rent,0
38,47072.45506252988,49212.61606697771,42,12,4,salaried,own,0
50,22925.11348509155,45400.73927024649,55,28,1,self-employed,rent,0
38,49310.64677580075,3716.816549488229,21,23,0,salaried,own,0
51,26366.99670270074,41818.678933112424,48,15,5,salaried,own,0
58,23965.08193536955,23432.441695401125,40,10,5,salaried,own,0
52,45741.584258017734,13689.118646223786,29,5,3,self-employed,mortgage,1
31,14241.608861107547,44058.57966016956,58,26,1,retired,own,0
65,60584.85866175848,10636.694387125055,49,2,4,salaried,rent,0
45,19128.79346202527,47417.69997158328,50,0,3,unemployed,own,0
53,11979.426681538549,11075.452897267713,17,17,2,salaried,mortgage,0
58,30538.729478605866,31070.47619870843,51,4,5,salaried,own,0
61,18239.397749083684,11931.230391919767,23,12,4,retired,rent,0
28,60651.736530394664,27737.764583463104,25,9,1,unemployed,mortgage,0
31,17739.50922514475,34514.781365841925,55,4,3,self-employed,own,0
42,25776.65351389409,10321.16861018674,21,25,4,salaried,own,0
44,10798.940886740202,26523.40335233328,31,13,3,salaried,rent,0
61,33072.49080955701,23983.92747511583,26,16,3,salaried,mortgage,0
37,14932.643912125954,4480.833648763721,42,0,3,salaried,rent,0
32,31152.891506808493,41097.08306608984,18,24,1,salaried,own,0
52,17779.96214782799,17448.437631499244,52,1,4,unemployed,mortgage,0
35,7915.139972658061,29154.527680042098,21,6,0,unemployed,own,0
36,23519.732888625338,26224.427511723585,21,9,0,salaried,rent,0
42,22999.18957772066,26149.76472395167,59,19,1,salaried,mortgage,0
48,34218.981606228575,6253.8973162158845,50,6,1,unemployed,own,0
40,47954.133737077515,21750.618453217307,39,23,5,salaried,rent,0
53,57308.527003646996,23165.97120112194,41,15,3,self-employed,rent,0
30,33930.7549155147,36948.49917785798,48,4,4,salaried,mortgage,1
60,25318.980125239643,42160.92276411423,14,28,4,salaried,own,0
52,10789.548415473184,27704.131626900882,54,27,2,retired,own,0
53,24367.619700365554,5252.364749184533,26,11,2,salaried,mortgage,0
22,24525.53466397099,12605.624059230768,32,16,0,salaried,own,0
53,19943.925109794214,9081.767315783822,48,15,2,salaried,own,0
53,30226.78785610639,7106.138096267112,23,19,2,retired,mortgage,0
61,38597.88863921858,18929.06563227257,15,25,0,unemployed,own,0
33,14629.539757994839,12240.28160556472,58,15,5,salaried,mortgage,0
50,14516.015308107091,11696.852478764102,20,18,0,salaried,own,0
53,20544.611966020784,3679.965554237115,50,25,2,self-employed,own,0
33,16193.827087868412,1865.8321949762603,53,14,4,salaried,rent,0
46,9695.075923231734,6035.643889839308,39,11,2,self-employed,rent,0
42,13382.506284035215,9437.67649175802,34,20,3,salaried,rent,0
59,11894.595621411245,22118.202713561954,56,9,3,salaried,rent,0
22,40304.7760777859,26015.49280364339,51,28,3,self-employed,mortgage,0
58,51607.04654030225,7889.0039904949135,55,25,5,salaried,own,0
59,12737.214604501567,21814.38373468513,33,28,1,unemployed,own,0
46,28941.642576339236,17745.693273970435,35,21,3,salaried,own,0
35,34089.960697761446,9987.758531399846,37,1,4,salaried,rent,0
54,10444.863512728118,1335.196659269814,41,6,5,retired,own,0
62,23872.667723167557,23883.875459565344,44,12,1,salaried,own,0
64,78179.13559403023,34596.93571399477,27,2,1,self-employed,own,0
60,30901.914941387175,12087.589373046543,33,14,3,salaried,own,0
31,19484.016257598658,7458.534664937289,54,0,2,self-employed,own,0
23,16645.692236363604,44465.09447790113,29,25,0,self-employed,rent,0
26,8012.588990609336,14476.213851902092,18,2,2,salaried,own,0
29,27868.068887227204,11957.018369840574,37,24,2,unemployed,mortgage,0
26,58332.13339340272,42997.750040885876,19,9,1,self-employed,rent,0
29,14665.134059089596,41038.2478591713,17,26,1,salaried,own,0
59,8368.313587778504,22968.977055707048,41,26,5,salaried,rent,0
51,15801.938625794486,24972.70420996095,50,14,5,salaried,own,0
52,34228.019559635824,11669.686536867077,34,21,1,salaried,rent,0
61,17778.586342106253,4836.781853498317,43,26,4,salaried,mortgage,0
32,14614.448674111542,29098.159442427394,33,5,4,salaried,rent,0
28,22238.436786756905,5818.901157920443,53,19,0,salaried,rent,0
28,24707.209770944242,23014.452800875843,54,14,1,self-employed,own,0
48,11001.69828725568,47084.36272713752,56,23,3,salaried,own,0
40,19758.87727323628,47688.885069358636,20,20,5,retired,mortgage,0
27,17177.680813611532,12727.282040820572,42,6,1,salaried,own,0
31,15987.266256286894,31581.557582237067,18,24,4,salaried,own,0
40,13246.407536140516,24229.736941285024,20,28,1,self-employed,own,0
36,35264.38913632508,43908.57125171919,24,28,4,salaried,rent,0
24,15959.452016378767,14300.112349526607,14,29,1,salaried,own,0
26,8123.589215395279,1181.4179347884256,46,20,3,salaried,mortgage,0
42,25138.326456830506,8965.49909063934,44,26,0,salaried,own,0
46,31653.364851242586,18126.617257300506,32,29,3,salaried,own,0
23,14794.221841306691,16470.335358753942,42,4,4,retired,rent,0
61,16650.052609078575,39776.78303702141,45,29,5,salaried,own,0
62,15922.255711559304,34347.472640803055,43,3,5,unemployed,rent,0
34,18521.237382624997,15678.259661129965,46,21,2,self-employed,own,0
31,38308.42370619211,23429.447041144456,26,17,3,salaried,own,0
38,20805.453395755274,5682.396093958426,43,2,1,salaried,own,0
32,33516.6219655488,45009.175796184936,17,16,0,unemployed,mortgage,0
43,13569.558051263775,46835.816397978175,56,17,1,unemployed,rent,0
32,18181.407595139794,49010.37323366597,32,17,1,salaried,rent,0
33,35490.02350443542,43559.088708506046,44,23,3,salaried,own,0
45,14723.458259350291,9524.08349711505,43,23,0,salaried,rent,0
65,36536.54349857782,3263.627676879813,30,1,2,salaried,own,0
39,16087.662526367085,29400.239643221026,44,12,1,salaried,mortgage,0
56,18754.120035196465,45717.64631727241,39,29,0,unemployed,rent,0
65,50771.03499421511,9690.2167213274,42,21,2,salaried,rent,0
28,17713.644750131134,1345.1028165829512,32,14,1,self-employed,own,0
49,23686.792691163657,40469.30625557997,45,4,0,self-employed,rent,0
52,29977.97460775523,4762.988530049966,26,2,3,salaried,own,0
64,24667.80731221157,21271.59556359149,25,4,5,salaried,mortgage,0
38,25022.399293438408,34265.47952225047,30,4,5,self-employed,own,0
26,21412.499686879826,12603.081687352826,54,4,1,unemployed,own,0
38,11485.956514862723,5114.165608889608,26,2,1,self-employed,own,0
39,26216.510552952364,38731.040194335605,17,2,0,salaried,own,1
42,15271.838210641916,31878.57915946503,20,19,5,salaried,own,0
57,32463.88789018446,49436.03373985343,48,22,1,salaried,mortgage,0
52,43740.54315549859,17871.093632678007,31,27,2,salaried,rent,0
61,8930.443791136167,4026.3569282197855,45,27,1,self-employed,mortgage,0
23,43778.754154361464,36983.15173142949,49,27,5,salaried,mortgage,0
48,17934.313355529684,26564.937523809036,37,29,4,unemployed,own,0
30,20630.490645874528,11446.992638067619,29,17,5,salaried,rent,0
55,13957.97451504217,39304.72046123321,39,25,2,self-employed,own,0
49,24203.048239760818,10984.018806647244,20,19,0,retired,mortgage,0
35,22774.743087162926,13772.421086813893,43,3,2,salaried,own,0
53,37739.45631105566,5533.899163969238,17,0,4,retired,own,0
27,15203.840838910502,20572.181672511866,25,25,4,salaried,own,0
32,50533.977003070315,21527.531972933528,39,15,1,salaried,own,0
50,30710.412429457618,26213.527727066623,35,7,1,unemployed,own,0
41,23051.462337529883,35739.249089065095,24,16,5,retired,own,0
51,20122.780652162284,45398.94550534087,54,7,3,salaried,rent,0
44,18896.184010067067,7748.970845502623,23,6,2,salaried,mortgage,0
40,19522.601268544382,3663.056819084196,30,24,5,self-employed,own,0
57,23961.435875693765,1908.0304461223309,32,7,3,unemployed,own,0
24,19840.88565384225,8037.447525371997,38,20,5,salaried,mortgage,0
48,15990.263292200592,33239.524803299675,30,23,4,unemployed,own,0
64,24034.117140730206,36646.37682182834,35,29,1,salaried,mortgage,0
40,14499.304194010503,39538.77996287798,37,26,1,salaried,own,0
44,25880.19932557821,12941.702383312791,56,25,5,salaried,rent,0
52,19701.82366481569,15988.845849814476,39,11,1,salaried,rent,0
61,31205.99349713193,24673.597632709472,57,15,0,retired,rent,0
56,36117.6558092158,4095.971746151098,29,11,5,salaried,mortgage,0
54,36110.547644833045,30945.93463735106,55,18,4,retired,own,0
56,25823.81812108871,49203.01665011213,47,9,5,salaried,own,0
22,27375.82518430581,18679.509257522124,53,6,5,self-employed,rent,0
35,18743.915778770268,37889.52627947781,40,11,1,unemployed,mortgage,0
54,30909.530453326868,25501.66186291079,28,19,4,self-employed,own,0
56,32703.93481338878,7262.780373658754,15,4,5,self-employed,mortgage,0
26,10060.1305754625,29529.63499132673,55,15,1,salaried,own,0
59,26613.492361419772,15693.839153759183,56,8,2,unemployed,own,0
62,43654.64210073097,2685.7572142194535,40,6,4,unemployed,rent,0
32,18432.20808374564,32111.556775769444,15,19,3,salaried,own,0
23,16526.600477697324,43087.685116911656,21,21,0,unemployed,rent,0
65,17855.525113063748,17893.718578093834,36,25,3,salaried,own,0
38,10379.23031900196,20124.481813425755,42,13,4,salaried,own,0
60,23458.589041130013,44660.06246539336,14,10,5,unemployed,rent,1
41,22358.966830421752,40866.83185500044,58,6,1,salaried,rent,0
35,24306.848391622203,36032.688354037076,13,28,4,unemployed,own,0
53,27118.957759227444,13191.056123904247,36,9,0,salaried,own,0
55,14779.602488482164,45600.61609336558,17,28,4,salaried,own,0
46,25250.45866555557,8566.372119421438,37,8,1,salaried,own,0
28,27490.597880974357,31711.75545144387,19,3,3,salaried,mortgage,0
56,17254.083767596225,2411.2578467794165,46,15,2,self-employed,mortgage,0
50,27175.170853473526,32542.270509922346,38,9,3,salaried,own,0
43,22933.48418792121,14580.073241794633,36,18,1,salaried,own,0
62,16065.109944872169,23034.17188200228,29,23,1,salaried,mortgage,0
64,25371.818983808567,17917.963050795603,12,16,0,salaried,rent,0
34,19046.61412092344,9465.081056064286,59,8,4,self-employed,rent,0
34,31211.211025874145,31477.05871459983,50,12,4,salaried,rent,0
22,19543.867043165632,44216.80220188976,14,0,3,self-employed,own,0
57,11557.816139569399,47995.127871837765,15,1,2,retired,own,0
25,25172.14972644646,10424.971794541838,52,12,2,self-employed,mortgage,0
58,24703.53485501647,36151.2659290857,48,23,0,unemployed,rent,0
65,12828.588597909196,33552.628963678435,26,8,1,salaried,own,0
61,32056.9105764886,17825.511689154057,19,6,0,salaried,own,0
34,31229.249483119256,1935.860768332566,49,15,4,unemployed,own,0
59,14257.094247758108,34799.77111833044,30,18,5,self-employed,rent,0
45,15838.308126530872,47329.248167415506,58,6,5,self-employed,own,0
40,20516.73540870948,31973.885973866916,37,5,5,self-employed,own,0
22,15071.697623520628,22329.34348519407,50,17,1,salaried,mortgage,0
59,30339.28215053994,26732.54081146979,21,18,0,salaried,own,0
26,23729.77753784072,10781.81157533596,49,10,3,self-employed,own,0
37,12749.169702019954,37776.66402393314,25,28,4,self-employed,own,0
45,14599.820944930312,37574.571670482605,52,11,5,salaried,own,0
48,39889.1481056414,8130.347718983822,30,28,2,unemployed,own,0
22,47466.58121088046,44020.9407424833,41,25,0,salaried,mortgage,0
55,28835.556001159697,14190.297234191958,16,9,4,salaried,mortgage,0
57,19818.326559849782,49130.54698589413,42,12,4,unemployed,own,0
25,17676.980648306246,19762.247687825045,18,11,2,self-employed,own,0
21,28994.159993527683,9716.318877990483,30,20,2,salaried,rent,0
60,22878.668917752377,18234.285455936963,42,9,2,salaried,own,0
32,9847.415129172456,22568.836106162464,50,19,5,salaried,own,0
56,36898.78826960757,4396.080878876446,35,17,5,self-employed,mortgage,0
65,43170.023533351,29332.700679941187,45,3,0,salaried,own,0
43,31844.700775153822,30283.989553576117,34,27,2,unemployed,own,0
51,12761.580370102663,37207.592312124136,59,23,3,retired,own,0
31,16019.89674367876,2429.3247222464215,56,4,4,unemployed,own,0
30,8700.53736929773,27520.672507257677,51,4,2,salaried,own,0
23,48924.043693580345,3592.464230262555,17,28,4,self-employed,own,0
34,18428.07725613683,35356.06677836602,49,27,1,salaried,own,0
36,70731.3842558656,3730.6712993482392,52,11,1,salaried,rent,0
30,58548.74976170947,45674.66456874,47,25,2,salaried,own,0
49,14020.653785045075,35402.04577734033,38,2,4,salaried,own,0
30,15457.75549705417,25862.0984891727,22,28,1,retired,rent,0
32,27808.448911182924,22633.69224077757,16,7,2,salaried,mortgage,0
50,9161.167886497564,7402.958890249856,28,21,4,salaried,own,0
61,17692.046040349618,15258.970088668491,18,1,2,retired,own,0
21,16830.0372315655,43578.996146023914,38,17,5,salaried,own,0
25,55580.23719798596,45318.1877665622,58,8,4,self-employed,rent,0
40,23873.13250854469,1036.6377101560222,26,12,1,salaried,own,0
28,19103.30262195542,30112.68318240001,57,6,2,salaried,own,0
63,16062.740811122734,36245.72984223057,24,9,1,retired,own,1
32,34441.75097826755,31318.602140422707,22,8,2,salaried,own,0
21,17182.46365972167,5002.308478451345,56,29,0,salaried,own,0
40,21479.591114820734,11668.520041146208,37,21,1,salaried,own,0
48,16001.507871721527,13266.673101687917,33,14,1,salaried,mortgage,0
63,10313.731420556744,41754.50693394939,39,4,3,salaried,rent,0
57,13386.237904639509,23696.772379137103,35,11,5,salaried,own,0
57,17137.32558307447,24854.582385120604,40,0,1,salaried,own,0
32,19309.88818471875,46809.75928117092,20,11,4,self-employed,own,0
57,19737.744321649618,32217.20855388106,53,21,2,salaried,own,0
64,21068.622971795783,45034.71737608053,15,5,0,salaried,mortgage,0
48,17251.53122047752,23368.933911735116,57,18,4,salaried,mortgage,0
35,43241.81189475597,8322.376667396416,29,18,4,retired,own,0
26,35383.187606143714,46566.8441096302,54,15,4,retired,own,0
64,20587.623358995508,23476.550667709373,27,18,4,self-employed,own,1
40,25012.454001517242,9899.939672062272,44,2,0,unemployed,rent,0
34,18287.186078466217,15817.39127489219,40,22,3,salaried,rent,0
22,5314.8355734411425,3489.32689475817,50,9,5,salaried,mortgage,0
29,22253.320367551514,23946.72898136287,21,26,1,self-employed,rent,0
57,25663.04197971877,42803.280423601595,20,17,4,self-employed,own,0
40,9834.669452746253,46745.44234432778,42,25,1,salaried,rent,0
46,28274.21491630655,46697.50816767854,39,12,1,salaried,rent,0
49,19143.368860279563,7136.2712558085905,14,25,4,retired,rent,0
21,26081.117402674416,19720.64024304179,25,17,3,unemployed,own,0
55,19434.413713754766,2383.2092228846122,36,2,1,salaried,rent,0
26,41170.49908015284,42903.10190360217,26,25,2,self-employed,rent,0
57,24664.356168639133,18579.032339042416,13,27,1,salaried,rent,0
25,36359.40664762273,31924.734366719505,35,22,5,salaried,rent,0
53,37886.990405997145,36030.02346578714,25,2,4,salaried,rent,0
34,12584.512081286086,22062.388817414612,59,22,0,salaried,rent,0
32,15221.91682968655,16015.674490961906,18,24,1,salaried,rent,0
62,27606.4671521215,48148.43259568129,47,26,3,unemployed,rent,0
40,18347.183576270443,48259.92302616886,35,25,2,salaried,own,0
44,19549.336287952134,15182.382033471074,38,11,2,salaried,own,0
63,41910.11190681435,24501.629740478445,48,26,0,salaried,own,0
54,18860.344287095908,48669.363774341095,49,19,5,salaried,rent,0
45,13568.895081230685,1238.551975119658,41,6,0,unemployed,rent,0
49,14517.353402096025,21221.23417057831,38,24,5,self-employed,mortgage,0
59,65589.98204858149,5922.419934367453,50,29,1,retired,own,0
51,20148.60350091046,25948.74031256753,26,23,4,retired,own,1
63,11135.306692183334,2208.8277724838704,37,7,3,salaried,own,0
43,9093.095809952141,20938.023138140765,12,8,2,salaried,own,0
64,16117.834626598045,11814.254664481421,15,13,0,unemployed,rent,0
58,19965.05831363726,27132.1097604783,40,4,3,retired,own,0
40,35404.23954870233,49803.68880593428,12,29,5,self-employed,rent,0
43,33731.0002838908,40226.26915121063,54,20,4,self-employed,rent,0
65,21956.681959423448,42436.46248959665,57,18,2,self-employed,own,0
36,17551.868788850403,32127.984380594964,33,20,2,salaried,mortgage,0
62,26102.879860611065,3036.4325653406695,22,15,5,salaried,own,0
28,9187.755585203402,11133.086126163062,21,23,4,unemployed,own,0
41,59310.42953239458,46328.16326590569,28,11,2,self-employed,mortgage,0
21,30547.948127097123,18939.54277850881,47,20,4,salaried,mortgage,0
28,33978.90296111573,6078.199597558983,58,3,2,salaried,own,0
49,12873.462604742625,35417.86292744389,37,7,1,salaried,own,0
52,41828.128409221565,15673.428472778476,59,6,5,salaried,own,0
58,17500.617053445265,14173.988732304413,32,14,4,retired,own,0
25,13680.420631092573,49900.89532235476,24,29,3,salaried,mortgage,0
